outer_fold,segments,top_k,pr_auc,f1
13,5,2,0.9027458515905242,0.8233862433862433
13,5,3,0.8762043894802516,0.8362433862433863
13,6,1,0.907176245160116,0.7722751322751321
13,6,2,0.9065722532827797,0.8233862433862433
13,6,3,0.8782451419314165,0.8229100529100529
13,7,1,0.9342547895916017,0.8191005291005291
13,7,2,0.9059750617490554,0.8233862433862433
13,7,3,0.9026488004934731,0.7929100529100529
13,8,1,0.8998056484578221,0.7897354497354497
13,8,2,0.9057905179615706,0.8233862433862433
13,8,3,0.8981860697495372,0.7929100529100529
13,9,1,0.912711682037769,0.8405291005291005
13,9,2,0.9119144880174291,0.7929100529100529
13,9,3,0.9028856742386154,0.7688359788359789
13,10,1,0.9005011112769733,0.784021164021164
13,10,2,0.8942009807644482,0.8538624338624338
13,10,3,0.9040991367307157,0.8233862433862433
13,11,1,0.9004076918123572,0.8022222222222222
13,11,2,0.8997571028123017,0.7929100529100529
13,11,3,0.8983289809605599,0.7929100529100529
13,12,1,0.8926961566125653,0.8513227513227513
13,12,2,0.9101551751719725,0.7929100529100529
13,12,3,0.9073833724305622,0.7929100529100529
13,13,1,0.8775726495726495,0.8146031746031746
13,13,2,0.8933408097538532,0.8513227513227513
13,13,3,0.899340752272771,0.8411640211640211
13,14,1,0.88357076741544,0.7705291005291003
13,14,2,0.9107810870846367,0.8405291005291005
13,14,3,0.904115648749795,0.8233862433862433
13,15,1,0.855807482223891,0.8036507936507935
13,15,2,0.9001914733069233,0.8157671957671956
