segments,top_k,threshold,pr_auc,f1,precision,recall
16,1,0.005943036172538996,0.7794841056769806,0.7894736842105263,1.0,0.6521739130434783
16,2,0.003902147524058819,0.8391971412189709,0.8181818181818182,0.8571428571428571,0.782608695652174
16,3,0.0031062897760421038,0.8287626744430889,0.8181818181818182,0.8571428571428571,0.782608695652174
16,4,0.0031891665421426296,0.8108424794487854,0.8,0.9411764705882353,0.6956521739130435
16,5,0.0027774986810982227,0.7948917316274843,0.8,0.9411764705882353,0.6956521739130435
16,6,0.002467573154717684,0.7757589402944737,0.8,0.9411764705882353,0.6956521739130435
16,7,0.0021784163545817137,0.7483222231942326,0.8,0.9411764705882353,0.6956521739130435
16,8,0.002055227290838957,0.7316149400090309,0.7894736842105263,1.0,0.6521739130434783
16,9,0.0018465194152668118,0.7140874281302498,0.7692307692307693,0.9375,0.6521739130434783
16,10,0.0017443953547626734,0.6886264927697152,0.7222222222222222,1.0,0.5652173913043478
17,1,0.006352612748742104,0.7227553432612863,0.7894736842105263,1.0,0.6521739130434783
17,2,0.004288963973522186,0.8335675399433884,0.8,0.8181818181818182,0.782608695652174
17,3,0.0035959500819444656,0.8257936065430345,0.8181818181818182,0.8571428571428571,0.782608695652174
17,4,0.002953585470095277,0.8114736897375742,0.8181818181818182,0.8571428571428571,0.782608695652174
17,5,0.0025594914332032204,0.8055257236001097,0.8181818181818182,0.8571428571428571,0.782608695652174
17,6,0.0025205689016729593,0.7958662287831496,0.7804878048780488,0.8888888888888888,0.6956521739130435
17,7,0.0022896479349583387,0.7714493195223616,0.8,0.9411764705882353,0.6956521739130435
17,8,0.0021030912175774574,0.7479662793811594,0.8205128205128205,1.0,0.6956521739130435
17,9,0.0019554467871785164,0.7306684552612791,0.7894736842105263,1.0,0.6521739130434783
17,10,0.001774909207597375,0.7117550839964176,0.75,0.8823529411764706,0.6521739130434783
18,1,0.0061501674354076385,0.7599256889842791,0.7894736842105263,1.0,0.6521739130434783
18,2,0.004693364724516869,0.821102874693598,0.8095238095238095,0.8947368421052632,0.7391304347826086
18,3,0.0034248873125761747,0.8336992129137231,0.8181818181818182,0.8571428571428571,0.782608695652174
18,4,0.002900619525462389,0.8166246503059786,0.8181818181818182,0.8571428571428571,0.782608695652174
18,5,0.0029592555947601795,0.8069288794491176,0.8,0.9411764705882353,0.6956521739130435
18,6,0.0026159174740314484,0.7910370329143066,0.8,0.9411764705882353,0.6956521739130435
18,7,0.0023693630937486887,0.7709176804752942,0.8,0.9411764705882353,0.6956521739130435
18,8,0.0021372397895902395,0.7462478636553341,0.8,0.9411764705882353,0.6956521739130435
18,9,0.0020282564219087362,0.730653330345535,0.7894736842105263,1.0,0.6521739130434783
18,10,0.0018453175434842706,0.7142097682607902,0.7692307692307693,0.9375,0.6521739130434783
19,1,0.007477336563169956,0.6988291748908328,0.7567567567567568,1.0,0.6086956521739131
19,2,0.004646730609238148,0.8047130773527916,0.8095238095238095,0.8947368421052632,0.7391304347826086
19,3,0.004496927838772535,0.8129783615292618,0.8205128205128205,1.0,0.6956521739130435
19,4,0.0037088566459715366,0.8092785540716345,0.8205128205128205,1.0,0.6956521739130435
19,5,0.0031840018928050995,0.7956515162241521,0.8205128205128205,1.0,0.6956521739130435
19,6,0.002815707353875041,0.7824505913059815,0.8205128205128205,1.0,0.6956521739130435
19,7,0.0025223237462341785,0.7596211749829653,0.8,0.9411764705882353,0.6956521739130435
19,8,0.002264802809804678,0.7481099949935938,0.8,0.9411764705882353,0.6956521739130435
19,9,0.0021583184134215117,0.7327854878106154,0.7894736842105263,1.0,0.6521739130434783
19,10,0.0019536323379725218,0.7170557205910225,0.7692307692307693,0.9375,0.6521739130434783
20,1,0.007277956232428551,0.7104689119174104,0.7567567567567568,1.0,0.6086956521739131
